매장명,주소,구
용인에버랜드역점,"경기 용인시 처인구 포곡읍 전대로78번길 19-2 (전대리 , 골든튤립에버호텔) 102호",용인시
용인백암점,경기 용인시 처인구 백암면 덕평로 1-1 1층 이디야커피,용인시
용인마평점,"경기 용인시 처인구 금령로 147 (마평동, 한솔빌딩) 101호",용인시
용인천리점,경기 용인시 처인구 이동읍 백옥대로 618 1층 일부,용인시
용인상현중앙점,"경기 용인시 수지구 수지로 77 (상현동, 힐프라자) 1층 105호,106호",용인시
용인양지점,경기 용인시 처인구 양지면 양대로 13 1층,용인시
용인성복느티나무점,"경기 용인시 수지구 성복1로 80 (성복동, 성복역 서희스타힐스) 1층 105호",용인시
용인한숲시티점,경기 용인시 처인구 남사면 한숲로 123 3단지 근린생활시설 동 지하1층 112호,용인시
용인상현마을점,"경기 용인시 수지구 상현로 6 (상현동, 광교상현 솔하임) 1층",용인시
용인외대점,경기 용인시 처인구 모현읍 왕산리 499-5 (우주빌딩),용인시
광교숲속마을점,경기 용인시 수지구 광교호수로378번길 1 (상현동) 1층,용인시
용인기흥역점,경기 용인시 기흥구 구갈동 274-9 1층 이디야커피,용인시
수원신갈IC점,경기 용인시 기흥구 신갈동 455-5 (안전빌딩) 1층,용인시
용인서천중앙점,경기 용인시 기흥구 서천동 722,용인시
용인중앙점,경기 용인시 처인구 김량장동 92-2 2층,용인시
용인처인구청점,경기 용인시 처인구 금령로12번길 19 (김량장동) 이디야(용인처인구청점),용인시
르노코리아중앙연구소점,"경기 용인시 기흥구 탑실로 61 (공세동, 르노코리아자동차(주)중앙연구소)",용인시
수지성복점,"경기 용인시 수지구 성복2로 226 105호(성복동, 유재빌딩)",용인시
단대죽전점,경기 용인시 수지구 죽전로144번길 7-5 1층 108호,용인시
수지구청점,경기 용인시 수지구 풍덕천동  717-1,용인시
용인IT밸리점,경기 용인시 기흥구 영덕동  765-7 102호,용인시
용인동백중앙점,"경기도 용인시 기흥구 동백중앙로 283 골드프라자 B123,124호 (중동)",용인시
용인백현점,경기도 용인시 기흥구 동백중앙로 358-8,용인시
용인동백호수점,경기 용인시 기흥구 평촌2로2번길 12 1층,용인시
죽전벽산점,경기 용인시 수지구 죽전동 826,용인시
용인신갈점,"경기 용인시 기흥구 새천년로 20 106호, 107호",용인시
용인신갈중앙점,경기 용인시 기흥구 신갈로58번길 33 1층,용인시
흥덕이마트점,경기 용인시 기흥구 영덕동 흥덕지구 508블록 이마트 1층,용인시
용인둔전점,경기 용인시 처인구 포곡읍 포곡로 99 (1층 일부),용인시
수지풍덕천점,경기 용인시 수지구 정평로 40-4 (풍덕천동),용인시
수지신봉초교점,경기 용인시 수지구 신봉2로 115-16 1층 102호(신봉동),용인시
용인죽전누리에뜰점,"경기 용인시 기흥구 죽전로 20 132,133호(보정동, 죽전우리에뜰)",용인시
용인신동백점,경기 용인시 기흥구 동백죽전대로527번길 100-3 101호(중동),용인시
광교상현역점,"경기 용인시 수지구 광교중앙로296번길 14 103,104호(상현동)",용인시
용인서천점,"경기 용인시 기흥구 서그내로 31 상가동 106,107호",용인시
용인역북중앙점,경기 용인시 처인구 중부대로1313번길 2 1층,용인시
용인포곡점,경기 용인시 처인구 포곡읍 포곡로 220 1층,용인시
안양7동점,경기 안양시 만안구 전파로 23 B동 1층 9~10호,안양시
대림대점,"경기 안양시 동안구 임곡로 29 (비산동, 대림대학교) 대림대학교 생활관 1층 일부호(비산동)",안양시
평촌갈산공원점,경기 안양시 동안구 갈산로 53 (호계동) 이디야(평촌갈산공원점),안양시
안양씨엘포레점,"경기 안양시 만안구 소곡로 78 (안양동, 안양씨엘포레자이) 1층",안양시
안양종합운동장점,경기 안양시 동안구 평촌대로 364 (비산동) 1층,안양시
평촌더샵센트럴시티점,"경기 안양시 동안구 부림로 188 (관양동, 청용빌딩) 다동 1층 105호 이디야커피",안양시
안양관양점,"경기 안양시 동안구 관악대로388번길 3 (관양동, 고양빌딩) 1층",안양시
안양비산사거리점,경기 안양시 동안구 경수대로883번길 96 (비산동) 1층,안양시
안양예술공원점,경기 안양시 만안구 예술공원로 148 (안양동) 1층,안양시
안양SKV1점,"경기 안양시 동안구 엘에스로116번길 25-32 (호계동, 안양 SK V1 center) 153호",안양시
평촌샛별점,"경기 안양시 동안구 동안로 194 1층 140호(비산동, 평촌스포츠센타)",안양시
평촌학원가점,경기 안양시 동안구 호계동 1058-6,안양시
안양대점,경기 안양시 만안구 안양로257번길 23 1층,안양시
평촌스마트스퀘어점,경기도 안양시 동안구 시민대로327번길 6,안양시
안양덕천점,경기도 안양시 만안구 덕천로48번길 50,안양시
인덕원역점,경기도 안양시 동안구 흥안대로 517,안양시
안양중앙점,경기도 안양시 만안구 안양로 283 (안양동) 1층,안양시
안양1번가점,경기 안양시 만안구 안양동  674-154,안양시
평촌점,경기 안양시 동안구 관양동 벌말프라자 107호 1604-4,안양시
안양점,경기 안양시 만안구 안양동  668-33,안양시
범계점,경기 안양시 동안구 호계동 1042 에메랄드빌딩104호,안양시
성결대점,경기 안양시 만안구 냉천로 2 지상1층,안양시
안산리더스카이점,"경기 안산시 단원구 와동로 125 (와동) 115,116호",안산시
안산수암동점,경기 안산시 상록구 수암2길 3 (수암동) 1층,안산시
안산월피현대점,"경기 안산시 상록구 충장로 579 1층, 8~9호(안산현대2차아파트 상가동B동)",안산시
안산초지푸르지오점,"경기 안산시 단원구 화랑로 160 (초지동, 단지내 상가) 127호. 128호",안산시
안산고대병원점,"경기 안산시 단원구 적금로 123 (고잔동, 고려대학병원) 병원내 1층",안산시
안산고잔로데오점,"경기 안산시 단원구 광덕2로 164 (고잔동, 메디피아) 102호",안산시
대부도펜션타운점,경기 안산시 단원구 참살이2길 12 (선감동) 나동 2층,안산시
안산원시역점,경기 안산시 단원구 별망로 555 (원시동) 141호,안산시
동안산병원점,경기 안산시 상록구 월피로 81 (월피동) 이디야커피,안산시
안산대부북동점,경기 안산시 단원구 대부황금로 1203 (대부북동) 이디야커피,안산시
안산본오동2호점,경기 안산시 상록구 샘골로 184 (본오동) 102호,안산시
안산반월동점,"경기 안산시 상록구 창말2길 25 (건건동) 108호, 109호",안산시
안산상록구청점,경기 안산시 상록구 석호로 107 (사동) 1층 101호,안산시
안산반달섬점,경기 안산시 단원구 성곡동 839-11 (반달섬 파크프라자) 105~106호,안산시
안산상록수역점,"경기 안산시 상록구 상록수로 44 (본오동, 상림프라자) 1층 101.102호",안산시
대부도메르블루점,경기 안산시 단원구 대부남동 3-175,안산시
안산롯데마트점,"경기 안산시 상록구 항가울로 422 (성포동, 롯데마트) 1층",안산시
안산석호로점,경기 안산시 상록구 석호로 223 (사동) 1층102호(사동),안산시
안산해양점,"경기 안산시 상록구 해양로 14 (사동, 안산고잔9차푸르지오 상가동) 103호, 104호, 105호",안산시
안산팔곡이동점,경기 안산시 상록구 해안로 1351 (팔곡이동) 이디야커피 안산팔곡이동점,안산시
안산고잔역점,경기 안산시 단원구 다리간로 18 1층,안산시
안산중앙역점,경기 안산시 단원구 고잔동  729-3,안산시
안산본오동점,경기 안산시 상록구 본오동  872-16,안산시
안산성포동점,경기 안산시 상록구 성포동  593-10,안산시
안산한대앞역점,경기 안산시 상록구 중보로 49 1층,안산시
안산초지점,경기 안산시 단원구 초지동  729,안산시
안산한도병원점,경기도 안산시 단원구 선부광장로 95 (선부동  ) 109호,안산시
안산한대점,경기도 안산시 상록구 한양대학로 40 (사동) 1층(사동),안산시
안산반월공단점,경기도 안산시 단원구 동산로 76,안산시
안산일동점,경기 안산시 상록구 안산대학로 97 1층 (일동),안산시
고잔이마트점,경기 안산시 단원구 고잔동 742-6 이마트고잔점 3층,안산시
안산식물원사거리점,경기 안산시 상록구 도매시장로 91 1층(일동),안산시
안산사동점,"경기 안산시 상록구 감골2로 13 1층 101, 102호(사동, 예누림분산상가동)",안산시
안산스포츠파크점,"경기 안산시 단원구 첨단로 644 (초지동, 안산스포츠파크1층 일부)",안산시
안산부곡동점,경기 안산시 상록구 부곡로 115 103호(부곡동),안산시
안산월피동점,"경기 안산시 상록구 광덕산2로 17 103, 104호(월피동)",안산시
안산사동중앙점,경기 안산시 상록구 항가울로 19 102호 (사동),안산시
안산호수동점,"경기 안산시 단원구 광덕대로 130 (고잔동, 폴리타운) 1층 103,4호",안산시
안산단원병원점,"경기 안산시 단원구 원포공원1로 19 (초지동, 원포빌딩) 110호",안산시
서울렛츠런파크점,"경기 과천시 경마공원대로 107 1층, 5층(주암동)",과천시
과천중앙점,"경기 과천시 별양상가2로 35 (별양동) 3동 113,114호",과천시
과천역점,"경기 과천시 별양로 164 (부림동, 과천센트럴파크푸르지오써밋) 상가동 7-2호",과천시
의왕오전동점,경기 의왕시 오전동  839 동원빌딩 2층 이디야커피,의왕시
의왕백운밸리점,"경기 의왕시 백운중앙로 88 상가동 1층 07,08호",의왕시
의왕백운호수점,경기 의왕시 백운중앙로5길 5 (학의동) 1층 101호,의왕시
의왕롯데마트점,"경기 의왕시 계원대학로 7 (내손동, 롯데마트) 1",의왕시
산본점,경기 군포시 광정로 58 1층 이디야커피(신산본빌딩),군포시
산본역사점,경기도 군포시 번영로 504 3층 3-다호,군포시
금정역점,경기 군포시 산본천로 216 1층,군포시
군포역점,경기 군포시 군포로 535 1층(당동),군포시
군포송정지구점,경기 군포시 송부로33번길 3-13 1층(도마교동),군포시
군포대야미점,경기 군포시 대야1로15번길 5 (대야미동) 1층,군포시
금정신환사거리점,경기 군포시 금재로 2-1 (금정동),군포시
시흥한라비발디점,경기 시흥시 배곧1로 27-15 301동 1층,시흥시
시흥삼미시장점,"경기 시흥시 삼미시장1길 19 (신천동, 늘푸른교회)",시흥시
시흥월곶동서로점,"경기 시흥시 동서로10번길 7 (월곶동) 1층 일부호, 2층 전부(월곶동)",시흥시
시흥정왕엠티브이점,경기 시흥시 엠티브이24로 20 (정왕동) 101호,시흥시
시흥에이스타워점,"경기 시흥시 엠티브이26로19번길 1 (정왕동, (주)에이스타워) 1층 109호(정왕동)",시흥시
시흥월곶포구점,"경기 시흥시 월곶해안로 165 (월곶동, 광명빌딩) 101,102호",시흥시
시흥타원타크라점,"경기 시흥시 옥구천동로 218 (정왕동, 타원타크라 6차 지식산업센터)",시흥시
시흥능곡중앙점,"경기 시흥시 능곡번영길 30 (능곡동) 1층 108,109호",시흥시
시흥서울대학로점,"경기 시흥시 서울대학로 59-21 (배곧동, 배곧로얄팰리스 테크노1차) 1층 110호",시흥시
시흥배곧고등학교점,"경기 시흥시 배곧4로 87 (정왕동, 베스트프라자) 1층 116, 117호",시흥시
시흥정왕보건소점,"경기 시흥시 정왕대로233번안길 1 (1층,우촌빌딩)",시흥시
시흥대야점,경기도 시흥시 대야동  579-2 하이베라스텔(은행순환로 77)   104-105호,시흥시
시흥신일점,경기 시흥시 시흥대로 1069 1층(신천동),시흥시
시흥배곧신도시점,"경기 시흥시 서울대학로278번길 21 1층 119,120호(정왕동 새롬프라자2)",시흥시
시흥배곧타운점,경기 시흥시 배곧4로 22 1층 119호(정왕동),시흥시
오이도빨간등대점,경기 시흥시 오이도로 195 (정왕동),시흥시
시흥조남점,"경기 시흥시 목감우회로 51 1층 106호(목감동, 목감지구 동한메디컬프라자)",시흥시
오이도점,"경기 시흥시 오이도로 119 1층, 2층",시흥시
시흥거모동점,경기도 시흥시 도일로112번안길 21-2  101(거모동),시흥시
정왕역점,경기도 시흥시 마유로418번길 18,시흥시
시화로데오점,경기도 시흥시 중심상가2길 20-13 (정왕동  ),시흥시
광명사거리역점,경기도 광명시 오리로 974 (광명동  ) 201호,광명시
광명역코레일점,"경기 광명시 광명역로 21 1층 고객라운지내서편맞이방호(일직동, 고속철도 광명역)",광명시
광명중대병원점,"경기 광명시 덕안로104번길 17 (일직동) 1층 109호(일직동,M클러스터)",광명시
광명역데시앙점,경기 광명시 양지로 21 (일직동) C동 2층 217호,광명시
부천중동시계탑점,경기도 부천시 원미구 조마루로297번길 33,부천시
부천상동세이브존점,"경기 부천시 원미구 길주로 105 (상동, 드림모아) 지하1층 101호 일부",부천시
부천원종역점,경기 부천시 오정구 원종동 228-6,부천시
부천오정대공원점,경기 부천시 오정동 127-14,부천시
신중동점,"경기 부천시 길주로 275 (중동, 중동프라자) 중동프라자 1층104호",부천시
부천세무서점,경기 부천시 신흥로 266 (중동) 102호,부천시
부천소사스위첸점,"경기 부천시 은성로67번길 12 (소사본동, 소새울KCC스위첸) 제2동 1층 209호",부천시
부천심곡본동점,"경기 부천시 성주로176번길 28 (심곡본동) 1층, 2층",부천시
부천뉴코아점,"경기 부천시 송내대로 239 (상동, 부천터미널소풍) BF07-3호",부천시
부천약대오거리점,경기 부천시 수도로 86 1층 105호(도당동),부천시
부천소사점,경기 부천시 소사로 214 1층(소사본동),부천시
부천상3동점,경기 부천시 상동로117번길 61 1층 106호,부천시
부천원미구청점,경기도 부천시 원미구 부천로 140,부천시
부천센트리움점,경기도 부천시 소사구 경인로 189,부천시
부천벚꽃마을점,경기도 부천시 원미구 상이로 47-1,부천시
가톨릭대점,"경기도 부천시 원미구 지봉로  48 1층 103호, 104호",부천시
부천중동팰리스점,경기도 부천시 원미구 장말로 217,부천시
부천소새울역점,경기 부천시 소사구 소사본동  231-4,부천시
서울신대점,경기도 부천시 소사구 호현로489번길 39,부천시
부천성모병원점,경기도 부천시 원미구 부흥로 472  이디야커피 부천성모병원점,부천시
부천오정점,경기 부천시 오정로 247 썬프라자 104호,부천시
부천시청역점,경기 부천시 원미구 중동  1033-1,부천시
부천고강점,경기도 부천시 오정구 역곡로 491,부천시
부천리첸시아점,경기 부천시 원미구 중동  1116,부천시
부천남부역점,경기 부천시 성주로 274-2 1층(심곡본동),부천시
부천범박동점,경기 부천시 소사구 범박동  204-8,부천시
역곡북부역점,경기 부천시 원미구 역곡동  82-8 2층,부천시
부천소사본동점,경기 부천시 소사동로 78 1층 108호,부천시
부천북부역점,경기 부천시 원미구 심곡동  382-12번지,부천시
부천송내점,경기 부천시 원미구 상동  411-1,부천시
안성명동점,경기도 안성시 중앙로 389번길 17(대천동),안성시
안성원곡점,경기 안성시 원곡면 만세로 1413 108호,안성시
안성공도점,경기 안성시 공도읍 공도3로 14 (만정리) 1층,안성시
동아방송대점,"경기 안성시 삼죽면 동아예대길 50 1,2층",안성시
안성아양지구점,"경기 안성시 아양1로 73 (옥산동) A동 101,102호",안성시
안성죽산점,경기 안성시 죽산면 죽주로 287-1 이디야커피,안성시
안성한경대점,경기 안성시 중앙로 324 (석정동) 이디야(안성한경대점),안성시
안성양성점,경기 안성시 양성면 장터길 21 1층 이디야커피,안성시
평택동점,경기 평택시 평택동  37-23,평택시
평택법원점,경기도 평택시 평남로 1041,평택시
평택대점,"경기 평택시 현신2길 6 101, 201호(용이동, 드림빌딩)",평택시
평택비전중앙점,경기 평택시 중앙로 205 1층 우측(비전동),평택시
평택송탄점,경기 평택시 탄현로 323 1층(신장동),평택시
평택청북점,경기 평택시 청북읍 청북남로 253 1층,평택시
안중백병원점,경기 평택시 안중읍 서동대로 1931-21 1층,평택시
평택송탄신장점,경기 평택시 쇼핑로 25-1 (신장동) 이디야커피,평택시
평택포승점,경기 평택시 포승읍 여술로 20 102호,평택시
평택안중홈플러스점,경기 평택시 안중읍 서동대로 1489 홈플러스 내,평택시
평택시청점,경기 평택시 평택5로20번길 30 (합정동) 1층,평택시
평택성모병원점,경기 평택시 평택로 286 (세교동) 105-106호,평택시
평택경기대로점,경기 평택시 비전동 830-2 (패밀리타운) 이디야커피,평택시
평택서정이충점,경기 평택시 이충로 84-5 (서정동) 106-108호,평택시
동탄무봉산점,경기 화성시 동탄치동천로4길 6-58 (영천동) 1층,화성시
동탄삼성반도체점,"경기 화성시 삼성1로 160 (석우동, 디지털스테이션) 1층 112호",화성시
동탄장지점,"경기 화성시 동탄장지천5길 4-20 (장지동) 1층 103,104호",화성시
동탄북광장점,"경기 화성시 동탄지성로 12 (반송동, 월드프라자) 1층 101,102호",화성시
동탄산척중앙점,경기 화성시 동탄산척로2나길 10-11 (산척동) 1층 101호,화성시
동탄솔빛나루점,"경기 화성시 동탄솔빛로 57 (반송동, 케이에이치스퀘어) 1층 104호",화성시
동탄하나로유통센터점,경기 화성시 동탄순환대로27길 30 (영천동) 1층,화성시
화성향남시범점,경기 화성시 향남읍 행정중앙1로 10 1층 102호,화성시
화성봉담동화점,"경기 화성시 봉담읍 동화길 93-12 103호, 104호",화성시
병점한신점,"경기 화성시 병점1로 66-2 (병점동) 1층 101-1, 102호",화성시
화성동탄역1호점,경기 화성시 동탄역로 124 (오산동) 제1동 1층 106호,화성시
동탄호수공원점,"경기 화성시 동탄대로5길 32 (송동) 지2층 B206,207호",화성시
동탄여울공원점,"경기 화성시 동탄광역환승로 73 (오산동, 동탄역 반도유보라 아이비파크 8.0) 207동 지1층",화성시
화성태안융건릉점,경기 화성시 장조1로 17-2 이디야커피,화성시
동탄산척점,경기 화성시 동탄순환대로14길 82-9 1층,화성시
화성반월점,경기 화성시 영통로26번길 33 (반월동),화성시
화성원평점,경기 화성시 매송면 원평리 135-1,화성시
화성팔탄점,경기 화성시 팔탄면 구장길 17 (문영빌딩),화성시
화성동탄남광장점,경기 화성시 동탄구 동탄중심상가1길 15,화성시
동탄2카림애비뉴점,경기 화성시 동탄대로시범길 134 판매시설지1층 115-1호(청계동),화성시
화성향남점,"경기 화성시 향남읍 행정중앙2로 67 1층 121, 122호",화성시
화성봉담점,경기 화성시 봉담읍 상봉길 31 104.105호,화성시
화성사강점,경기 화성시 송산면 사강로 201 A-1동 1층,화성시
동탄대로점,경기 화성시 동탄대로14길 5-11 1층(오산동),화성시
화성남양점,경기 화성시 남양읍 시청로 6 1층 108호,화성시
동탄프리미엄아울렛점,경기 화성시 동탄기흥로257번가길 21 F동 1층 111호 112호,화성시
화성조암점,경기 화성시 우정읍 조암남로 12,화성시
동탄치동점,경기 화성시 동탄대로21가길 4-10 1층,화성시
화성진안점,경기 화성시 진안동  876-4,화성시
화성석우IT점,경기 화성시 동학산2길 8-7 (석우동),화성시
동탄체육공원점,경기 화성시 왕배산2길 4-20 1층(목동),화성시
화성향남상신점,경기 화성시 향남읍 상신하길로 74 1층 107호(원메디피아),화성시
화성우정화산점,경기 화성시 우정읍 기아자동차로 687,화성시
화성발안점,경기 화성시 향남읍 발안공단로 90 (구문천리) 1층 108호,화성시
병점홈플러스점,"경기도 화성시 경기대로 985 (병점동, 홈플러스) 병점점2층 일부호",화성시
화성동탄SKV1점,"경기 화성시 동탄순환대로 830 (영천동 , 동탄 SK V1 center) B122호",화성시
화성송산육일리점,경기 화성시 송산면 화성로 322 (육일리) 이디야커피,화성시
오산세교점,경기도 오산시 수청로106번길 6-3,오산시
오산궐동점,"경기 오산시 궐리사로 20 1,2층(궐동)",오산시
오산운암점,"경기 오산시 운암로 113 113,118호",오산시
오산수청점,경기 오산시 내삼미로79번길 31 109호 110호,오산시
오산홈플러스점,"경기 오산시 청학로 238 (수청동, 홈플러스) 홈플러스 오산점 1F",오산시
오산초평누읍점,"경기 오산시 발안로 1367 (누읍동, 석선빌딩) 1층 105호",오산시
이천이마트점,경기 이천시 증포동  47-4 1층,이천시
이천로데오점,경기 이천시 창전동  162-10,이천시
이천부발점,경기도 이천시 경충대로 2096-4 (부발읍  ),이천시
이천갈산동점,경기도 이천시 향교로 171  1층 (갈산동),이천시
이천송정점,경기도 이천시 증신로291번길 138,이천시
이천터미널점,경기도 이천시 이섭대천로 1200,이천시
이천창전동점,경기 이천시 영창로 243 1동 1층(창전동),이천시
이천장호원점,경기 이천시 장호원읍 장감로 23,이천시
이천롯데마트점,경기 이천시 구만리로 191 1층,이천시
이천마장점,경기 이천시 마장면 중앙로9번길 10 101호,이천시
이천가좌로점,경기 이천시 부발읍 가좌로 45 (아이펙스) 1층,이천시
이천이마트에브리데이점,경기 이천시 중리천로 18 (중리동) 1층,이천시
이천돌솥밥점,경기 이천시 신둔면 경충대로 3194 이천돌솥,이천시
이천신하교회점,경기 이천시 부발읍 경충대로 2264 안아주심드림센터동 1층,이천시
이천아트홀점,경기 이천시 부악로 40 이천아트홀 1층,이천시
여주중앙점,경기도 여주시 여흥로 115-0 (홍문동  ),여주시
여주가남점,경기 여주시 가남읍 태평1길 4 1층,여주시
여주이마트점,경기 여주시 세종로 151 (홍문동),여주시
여주터미널점,"경기 여주시 세종로 85 (홍문동, 여주종합터미널) 1층",여주시
여주남한강점,"경기 여주시 강변북로 31 (오학동) 1,2층",여주시
여주교동점,경기 여주시 교동 30-32,여주시
여주하동점,경기 여주시 청심로 65 1층,여주시
경기광주초월점,경기 광주시 초월읍 경충대로1127번길 21-1 (초월역 모아미래도 파크힐스) 상가동 지하2층 12호,광주시
중대물빛공원점,경기 광주시 순암로 270 (중대동) 3층(중대동),광주시
경기광주태전센트힐점,경기 광주시 태전동 87-94 태전퍼스트 센트힐 제1동 1층 제 106호,광주시
경기광주산이리점,경기 광주시 초월읍 경충대로 859 1층,광주시
경기광주초월롯데점,경기 광주시 초월읍 경충대로 1037 1층,광주시
경기광주역동점,경기 광주시 경충대로 1754 (역동) 1층 3호,광주시
경기광주양벌초교점,"경기 광주시 오포읍 마루들길 232-4 1층 102,104호",광주시
경기광주태전점,경기 광주시 태전동1길 36 (태전동) 1층,광주시
경기광주문형점,경기 광주시 오포읍 봉골길 59 1층,광주시
경기광주양벌점,경기 광주시 오포읍 양벌로 331-6 1층 102호,광주시
곤지암점,경기 광주시 곤지암읍 곤지암리 433-2,광주시
경기광주능평점,경기 광주시 오포읍 능평로 210 1층,광주시
경기광주세무서점,경기 광주시 포돌이로 1 (경안동) 이디야커피,광주시
경기광주회덕점,경기 광주시 이배재로 150 (목현동) 1층 3호,광주시
경기광주시청점,경기 광주시 행정타운로 49-6 (송정동) 지하1층 103호,광주시
광주경안점,경기 광주시 경안로 17 1층 (경안동),광주시
광주중대점,경기 광주시 고불로 50 1층(중대동),광주시
광주목현점,"경기 광주시 이배재로 304 지1층(목현동, 로얄펠리스 101동)",광주시
광주퇴촌점,경기도 광주시 광동로 32,광주시
양평용문점,경기도 양평군 용문로 535,양평군
양평파크점,경기 양평군 양평읍 중앙로 208 1층,양평군
양평롯데마트점,경기 양평군 양평읍 남북로 76 롯데마트 1층,양평군
양평용문중앙점,경기 양평군 용문면 다문중앙1길 9-1 1층,양평군
양평공흥점,경기 양평군 양평읍 중앙로 90 1층,양평군
양평국수DI점,경기 양평군 양서면 경강로 990 1층,양평군
양평군청사거리점,경기 양평군 양평읍 양근로147번길 20 1층,양평군
남양주팔당한강점,경기 남양주시 와부읍 팔당로 151 3층,남양주시
마석역점,경기 남양주시 화도읍 마석중앙로 101,남양주시
다산중앙점,경기 남양주시 다산순환로 397-54 (다산동),남양주시
다산부영점,경기 남양주시 다산중앙로82번안길 122 101호(다산동),남양주시
남양주화도점,경기 남양주시 화도읍 경춘로 1896-8 1층 일부,남양주시
남양주다산역점,경기 남양주시 다산중앙로123번길 22-16 (다산동) 1층 104호,남양주시
남양주진접역점,"경기 남양주시 진접읍 경복대로 233 주건축물제1동 103호, 104호",남양주시
남양주다산한강초교점,경기 남양주시 다산지금로146번길 8-31 (다산동) 1층 일부,남양주시
삼육대점,경기 남양주시 불암로 25-39 (별내동) 1층,남양주시
남양주내각리점,"경기 남양주시 진접읍 내각1로 67 111,112호",남양주시
남양주오남역점,경기 남양주시 오남읍 양지리 722-2 이디야커피,남양주시
남양주평내점,경기 남양주시 경춘로1256번길 34 2층 202호 203호(평내동),남양주시
남양주다산행정복지센터점,경기 남양주시 다산중앙로20번길 10-40 (다산동) 1층 102호,남양주시
남양주진벌점,경기 남양주시 진접읍 진벌로 73 가동 1층 103호,남양주시
남양주천마산점,경기 남양주시 화도읍 경춘로 1815 1층 3호,남양주시
남양주마석초등학교점,경기 남양주시 화도읍 수레로1260번길 11-1 1층 101호,남양주시
도농코레일점,"경기 남양주시 경춘로 433 (다산동, 도농역) 3층",남양주시
남양주진접DI점,경기 남양주시 진접읍 금강로 1475 2층,남양주시
덕소코레일점,경기 남양주시 와부읍 덕소로 56 (덕소역),남양주시
남양주화도DI점,경기 남양주시 화도읍 수레로 1089 1층,남양주시
평내호평점,"경기 남양주시 경춘로1306번길 2 (평내동, 중앙빌딩) 1층 1호",남양주시
별내서부점,경기 남양주시 별내5로5번길 4-21 1층,남양주시
진접이마트점,경기 남양주시 진접읍 연평리 101-14 외11필지2층,남양주시
남양주호평점,경기 남양주시 호평동  640 메인씨네마타워 111호,남양주시
진접장현리점,경기 남양주시 진접읍 장현리 장현프라자 129호,남양주시
경복대점,경기 남양주시 진접읍 금곡리 경복대로 426 1층,남양주시
남양주청학리점,"경기 남양주시 별내면  청학로중앙길 15, 115(주공프라자)",남양주시
덕소삼거리점,경기 남양주시 와부읍 덕소리 덕소로 87-1,남양주시
별내이마트점,경기 남양주시 별내동  192-2 별내이마트 내,남양주시
남양주묵현점,경기 남양주시 화도읍 묵현리 458-4,남양주시
별내북부점,경기 남양주시 별내동  827-2 (2~3호),남양주시
남양주마석점,경기 남양주시 화도읍 마석우리 383-1,남양주시
남양주양지점,경기도 남양주시 진건오남로 778  오남읍 1층 111호 (선일프라자),남양주시
남양주사능점,경기도 남양주시 진건오남로 90,남양주시
진접센트레빌점,"경기도 남양주시 진접읍 부평로 42, 상가동107, 108호",남양주시
남양주호평중앙점,경기도 남양주시 천마산로 27 1층,남양주시
남양주시청점,경기도 남양주시 금곡로 50,남양주시
남양주오남점,경기 남양주시 오남읍 진건오남로 522,남양주시
별내메가박스점,경기 남양주시 두물로 19 1층 101호,남양주시
별내백상앨리츠점,"경기 남양주시 별내중앙로 36-31 106, 107, 108호(별내동)",남양주시
퇴계원점,경기 남양주시 퇴계원읍 퇴계원로 66 1층일부,남양주시
구리등기소점,경기 구리시 인창동  건원대로 44119 태영빌딩 119호,구리시
구리역점,경기 구리시 인창동  676-6,구리시
롯데하이마트구리점,경기 구리시 동구릉로148번길 33 1층 롯데하이마트 구리점,구리시
구리수택점,경기도 구리시 체육관로80번길 24,구리시
갈매중앙점,경기 구리시 갈매중앙로55번길 109,구리시
구리벌말점,경기 구리시 벌말로 91 (토평동),구리시
구리세무서점,경기 구리시 안골로 50 1층 103호(교문동),구리시
구리시청점,"경기 구리시 아차산로432번길 13 (교문동, 지케이아이스쿨) 1층,2층",구리시
구리토평점,경기 구리시 벌말로129번길 62 (토평동),구리시
하남신장에코점,경기 하남시 신장동로 35 1층,하남시
미사호수공원점,"경기 하남시 미사강변남로 45 (망월동, 골든브릿지) 1층 122호",하남시
미사숲공원점,경기 하남시 풍산동 510-2 1층,하남시
하남미사스카이폴리스점,경기 하남시 미사강변한강로 135 (망월동) 나 138호 나 139호,하남시
하남현대지식산업센터2차점,경기 하남시 미사대로 520 (덕풍동) 디씨동 1층 01-029호,하남시
하남검단산점,경기 하남시 검단산로 232 (창우동) 지하1층,하남시
하남감일동점,경기 하남시 감일로102번길 35 (감일동) 1층,하남시
하남덕풍초교점,경기 하남시 신장로 200 (덕풍동) 1층,하남시
서하남IC점,"경기 하남시 서하남로 31 (감북동) 1,2층",하남시
하남테크노밸리U1점,"경기 하남시 풍산동 633 힐즈파크프라자 B03,04호",하남시
하남시청점,경기도 하남시 대청로 15 (신장동) 1층 107호,하남시
하남시청역점,"경기 하남시 하남대로 815 명지캐럿108, 1층(112,113호)",하남시
하남미사가로수길점,경기 하남시 미사강변한강로 290-3 모노라운지 1층109호,하남시
하남검단산역점,경기 하남시 대청로 73 1층,하남시
하남미사강변한강로점,경기 하남시 미사강변한강로334번길 34 (망월동) 1층,하남시
미사청아초교점,경기 하남시 미사강변중앙로111번길 4 (풍산동) 101호,하남시
미사센텀비즈점,경기 하남시 조정대로 45 지하1층 122호,하남시
