매장명,주소,구
창원경남도청점,경남 창원시 의창구 상남로 250 1층 (신월동),창원시
창원봉림점,경남 창원시 의창구 대봉로26번길 4-5 101호(봉림동),창원시
진주혁신중앙점,경상남도 진주시 사들로 83,진주시
진주신평공원점,경남 진주시 신평공원길47번길 11 (평거동) 1층,진주시
신진주역점,경남 진주시 가좌동 2066-3,진주시
진주혁신소호점,"경남 진주시 범골로54번길 17 (충무공동) 1층 105,105호",진주시
진주금산점,경남 진주시 금산면 중천로 83 1층 일부,진주시
진주윙스타워점,경남 진주시 동부로169번길 12 (충무공동) 지하1층 AB113호,진주시
진주평거판문점,경상남도 진주시 진양호로 28번길 21,진주시
진주초전중앙점,경상남도 진주시 초북로 36,진주시
진주이현동점,경상남도 진주시 진주대로 1317-15,진주시
진주하대동점,경남 진주시 도동로 241 1층,진주시
진주강남동점,경상남도 진주시 진주대로929번길 15,진주시
경남과학기술대점,경남 진주시 칠암동  527-3,진주시
진주상대동점,경상남도 진주시 동진로216번길 5 1층,진주시
진주신안동점,경상남도 진주시 진양호로 278 (신안동) 1층 102호,진주시
진주장대동점,경상남도 진주시 남강로 690 (장대동),진주시
진주보건대점,경남 진주시 창렬로 111 (상봉동),진주시
진주주약동점,경상남도 진주시 진주대로815번길 14 (주약동  ) 1층,진주시
진주개양오거리점,경상남도 진주시 가좌길74번길 1 (가좌동  ),진주시
진주평거동점,경남 진주시 평거로 14 (평거동),진주시
진주호탄동점,경상남도 진주시 강변길 5,진주시
진주평거엠코점,경남 진주시 새들말로 28 (평거동),진주시
진주대안동점,경상남도 진주시 촉석로186번길 6-1 (중안동) 1층,진주시
통영무전동점,경상남도 통영시 무전6길 25  1층(무전동),통영시
통영죽림점,경상남도 통영시 광도면 죽림리 1572,통영시
통영동피랑점,경상남도 통영시 동문로 3,통영시
통영도남로점,경남 통영시 도남로 316 (도남동) 1층 2층,통영시
통영강구안점,경남 통영시 통영해안로 303-1 1층,통영시
사천사주리점,"경남 사천시 정동면 진삼로 1414 102, 103호",사천시
사천시청점,경남 사천시 용현면 용현로 31,사천시
삼천포점,경남 사천시 동금2길 31 (동금동),사천시
사천실안점,경남 사천시 해안관광로 21 (실안동) 이디야커피,사천시
사천선진점,경남 사천시 용현면 선진리 103-7 1층,사천시
김해내동래미안점,"경남 김해시 구지로 54 1층 (내동, 정훈퓨처타운)",김해시
김해장유롯데마트점,"경남 김해시 번화1로56번길 15 (대청동, 롯데마트) 3층",김해시
김해인제로점,"경남 김해시 인제로 89 (어방동) 1, 2층",김해시
김해연지구산점,경남 김해시 해반천로 14 (구산동) 1층,김해시
김해조은금강병원점,경남 김해시 김해대로 1814-37 (삼계동),김해시
김해삼정점,경남 김해시 활천로36번길 34-4 (삼정동) 1층,김해시
김해삼계해반천점,경남 김해시 가야로22번길 3-4 (삼계동) 1층,김해시
김해율하중앙점,경남 김해시 율하3로 38 (율하동) 1층 111호,김해시
김해홈플러스점,경남 김해시 김해대로 2078 1층,김해시
김해외동사거리점,경남 김해시 금관대로 1165 1층 (외동),김해시
김해삼계동점,경남 김해시 삼계동  1478-8,김해시
김해시청점,경남 김해시 호계로422번길 16 (부원동),김해시
김해서부문화센터점,경남 김해시 율하2로 218,김해시
김해경원고교점,경남 김해시 우암로 21-1 1층(외동),김해시
김해한림점,경남 김해시 한림면 김해대로 1464 1층,김해시
김해흥동점,경남 김해시 흥동로 45 B동 (흥동),김해시
김해연지공원점,경남 김해시 금관대로1368번길 4 (내동) 이디야커피,김해시
김해아이스퀘어점,경남 김해시 부원동 939 아이스퀘어몰 A-2블록 C313호,김해시
김해내외동점,"경남 김해시 내외중앙로 48 (외동,리치빌딩)102호",김해시
밀양내이동점,"경상남도 밀양시 중앙로 381 (내이동) 1,2층",밀양시
밀양시청점,경상남도 밀양시 시청로1길 4,밀양시
밀양삼문동점,경상남도 밀양시 미리벌로2길 20,밀양시
밀양삼랑진점,경남 밀양시 삼랑진읍 천태로 12 1층,밀양시
밀양역DI점,경남 밀양시 가곡4길 15 (가곡동) 101호,밀양시
거제아주동점,경상남도 거제시 아주1로2길 26-1 (아주동),거제시
거제고현점,경상남도 거제시 거제중앙로29길 13 1층,거제시
거제계룡점,경상남도 거제시 계룡로 62,거제시
거제장평점,경남 거제시 장평로 20,거제시
거제서정점,경남 거제시 거제면 거제남서로 3471 101호,거제시
거제고현중앙점,"경남 거제시 거제중앙로24길 13 (고현동, 도영빌딩) 102,104,105호",거제시
거제상동점,경남 거제시 상동5길 25 (상동동) 1층 101호,거제시
거제지세포성점,경남 거제시 일운면 지세포해안로 244 지1~1층,거제시
거제장목점,경남 거제시 장목면 옥포대첩로 1143,거제시
양산금산점,경상남도 양산시 동면 금산리 1446-15 1층,양산시
양산북정점,"경남 양산시 북정로 17 (북정동, EDIYA COFFEE/서울족발) 1층",양산시
양산가촌점,경남 양산시 물금읍 백호로 34 1층,양산시
양산평산동점,"경남 양산시 평산북1길 11 1,2층(평산동)",양산시
양산역점,"경남 양산시 양산역7길 14 1층 108호(중부동, 스타파크)",양산시
양산소주점,경남 양산시 소주회야로 45-40 (소주동) 1층,양산시
양산상북점,경남 양산시 상북면 반회서5길 7 1층 일부,양산시
양산롯데마트웅상점,"경남 양산시 삼호1길 34 (삼호동, 롯데마트)",양산시
양산증산점,"경남 양산시 물금읍 증산역로 136 (나래클래스) 102,103,104호",양산시
의령점,경남 의령군 의령읍 충익로 18 (로얄장여관) 1층,의령군
경남함안점,경상남도 함안군 가야군 함마대로 1504,함안군
창녕점,경남 창녕군 창녕읍 화왕산로 50,창녕군
창녕남지점,경남 창녕군 남지읍 동포옛길 21-44 1층,창녕군
창녕부곡점,경남 창녕군 부곡면 온천중앙로 47 -,창녕군
경남고성점,경상남도 고성군 동외로 137,고성군
경남남해점,경남 남해군 남해읍 화전로 59,남해군
남해앵강점,경남 남해군 이동면 남서대로 208 1층,남해군
남해지족점,경남 남해군 삼동면 삼이로24번길 106,남해군
하동군청DI점,경남 하동군 하동읍 군청로 39,하동군
진교하나로마트점,경남 하동군 진교면 경충로 1059,하동군
산청단성강변점,경상남도 산청군 지리산대로 3362번길 42,산청군
산청점,경남 산청군 산청읍 산엔청로 15 (멋쟁이헤어샵) 이디야커피,산청군
경남거창점,경남 거창군 거창읍 강변로 119,거창군
거창대동점,경남 거창군 거창읍 강변로 287 1층,거창군
경남합천점,경상남도 합천군 옥산로 34,합천군
부산만세365병원점,부산 중구 대청로 105 (대청동2가) 1층 104호,중구
부산중앙동점,부산 중구 중앙대로42번길 3 (중앙동5가) 1층,중구
부산서대신역점,부산 서구 대티로 175-1 (서대신동3가),서구
부산지사명진파크뷰점,"부산 강서구 과학산단2로20번길 11 101,102호(지사동, 명진파크뷰)",서구
부산충무동점,부산 서구 충무대로 277 1층 101호(충무동1가),서구
부산동대신역점,부산 서구 서대신동2가  120 희망센츄럴 타운상가103호,서구
부산부민동아대점,부산 서구 임시수도기념로 9 (부민동2가),서구
부산명지점,부산 강서구 명지오션시티8로16번길 25 (명지동),서구
부산신호동점,부산 강서구 신호산단5로 42 (신호동) 이디야커피,서구
부산초량육거리점,부산광역시 동구 초량로 37,동구
부산역점,부산 동구 초량2동  207-1,동구
부산초량점,부산 동구 초량동  중앙대로332번길 4,동구
부산영도대교동점,부산광역시 영도구 태종로 104 (대교동2가  ),영도구
부산영도동삼동점,부산광역시 영도구 중리로 46-8,영도구
부산태종대점,부산 영도구 태종로833번길 11 (동삼동) 2층,영도구
부산서면1번가점,부산 부산진구 부전동  256-7 1층,부산진구
부산개금동점,부산 부산진구 개금동  200-31 한사랑빌딩1층,부산진구
부산서면태화점,부산광역시 부산진구 서전로10번길 71 (부전동  ) 2~4층,부산진구
부산동의과학대점,부산광역시 부산진구 양지로 54 동의과학대 본관별관 1층,부산진구
부산서면롯데후문점,부산 부산진구 부전로66번길 22 1층(부전동),부산진구
부산경동파크점,부산광역시 부산진구 새싹로 30 1층-116 (부전동 경동파크타워 오피스텔),부산진구
부산지오플레이스점,"부산광역시 부산진구 동천로 4  1층 1006,1007,1008호 (전포동)",부산진구
부산동의대중앙점,부산 부산진구 엄광로 184 1-3(가야 동),부산진구
부산초읍점,부산 부산진구 초읍동 203-6 1층,부산진구
부산부암점,부산 부산진구 신천대로185번길 23 (당감동) 1~2층,부산진구
부산연지래미안점,부산 부산진구 성지로 30-1 (연지동) 1층,부산진구
부산양정동점,부산 부산진구 중앙대로 912 (양정동),부산진구
부산전포카페거리점,"부산 부산진구 동천로 62 (전포동, 흥국생명보험빌딩) 1층",부산진구
부산부전역점,"부산 부산진구 부전로 181 (부전동, 부전역사) 부전역 2F 맞이방",부산진구
부산동래역점,부산 동래구 명륜동  553-19,동래구
부산명장점,부산 동래구 명장동  24-13,동래구
부산온천장역점,부산광역시 동래구 온천장로119번길 7 (온천동  ) 1층,동래구
부산온천천점,부산광역시 동래구 온천천로 469,동래구
부산낙민동점,"부산광역시 동래구 안남로 32 A동 2,3호(낙민동)",동래구
부산미남역점,부산광역시 동래구 아시아드대로 223 (온천동) A동 1층 (온천동),동래구
부산동래고교점,"부산 동래구 충렬대로 276 (낙민동, 청암빌딩) 1층",동래구
부산동래시장점,부산 동래구 명륜로112번길 36 (수안동) 1층,동래구
부산워크재활병원점,부산 동래구 충렬대로 379 (안락동) 1층 일부호(안락동),동래구
부산동명대점,"부산광역시 남구 신선로 428, 1층",남구
부산대연평화점,부산 남구 유엔평화로 31 1층 101호,남구
부산유엔공원점,부산 남구 유엔로 202 (대연동),남구
부산문현현대점,부산 남구 문현로 68 지하1층(문현동),남구
부산부경대점,부산 남구 대연동  용소로 30,남구
부산부경대후문점,부산 남구 대연동  38-2,남구
부산율리점,부산광역시 북구 학사로 295,북구
부산구포도서관점,"부산 북구 백양대로1016번길 28 나동 1층 1002호(구포동, 삼정골드빌라)",북구
부산신만덕점,부산 북구 덕천로 299 1층(만덕동),북구
부산만덕동그린코아점,부산광역시 북구 덕천로 241 (만덕동  ),북구
부산덕천중앙점,부산 북구 만덕대로16번길 19 2층,북구
부산구포사거리점,부산광역시 북구 백양대로 1065,북구
부산재송동점,부산 해운대구 재송동  1150-7번지,해운대구
부산반송동점,부산 해운대구 신반송로 179,해운대구
부산해운대우동점,부산광역시 해운대구 우동1로 82,해운대구
부산벡스코역점,부산광역시 해운대구 해운대로383번길 5 (우동),해운대구
부산송정점,부산광역시 해운대구 송정해변로 10,해운대구
부산반여중앙점,부산광역시 해운대구 선수촌로 74-11,해운대구
부산중동역점,부산 해운대구 중동 1321-4,해운대구
부산센텀홈플러스점,"부산 해운대구 센텀동로 6 (우동, 홈플러스 센텀시티점) 3층 이디야커피",해운대구
부산마린파크점,"부산 해운대구 마린시티2로 2 (우동, 마린파크) 1층 119호",해운대구
부산아르피나점,"부산 해운대구 해운대해변로 35 (우동, 부산유스호스텔아르피나)",해운대구
부산달맞이점,"부산 해운대구 달맞이길 193 (중동, 부광가든) B동 1,2층 일부호",해운대구
부산장림점,부산 사하구 장림동 325-70,사하구
부산다대포점,부산 사하구 다대동  1552-12 1층,사하구
부산대티역점,부산 사하구 괴정동  285-18,사하구
부산괴정대로점,부산광역시 사하구 낙동대로 246 (괴정동),사하구
부산장림세정아울렛점,부산광역시 사하구 다대로 207 (장림동) 1층 126호,사하구
부산하단가락타운점,부산 사하구 동매로 23 1층(하단동),사하구
부산효림초교점,부산 사하구 장평로 107,사하구
부산하단가락1단지점,"부산 사하구 하신번영로 320 1층 102호(하단동, 옥돌골든아르빌)",사하구
부산신평탑마트점,부산 사하구 하신중앙로 210 (신평동) 1층,사하구
부산신평점,부산 사하구 하신번영로157번길 33 (신평동) (신평동),사하구
부산범어사역점,부산 금정구 청룡동  8-1,금정구
부산구서역점,부산 금정구 금정로233번길 59 1층,금정구
부산대북문점,부산광역시 금정구 금강로321번길 45,금정구
부산장전서희점,"부산 금정구 수림로20번길 27 1층(부곡동, 한신빌딩)",금정구
부산두실역점,부산 금정구 중앙대로 1911 (구서동) 2층,금정구
부산스포원파크점,부산 금정구 체육공원로399번길 324,금정구
부산공군비행단점,부산 강서구 대저2동 1557,강서구
김해국제공항국내선점,부산 강서구 공항진입로 108 (대저2동) 김해국제공항 국내선터미널 2층 일반대합실,강서구
부산법원점,부산 연제구 법원로32번길 9 (거제동) 고려빌딩 1층,연제구
부산거제홈타운점,부산광역시 연제구 법원북로 45,연제구
부산종합운동장역점,부산광역시 연제구 아시아드대로82번길 5 (거제동) 1층,연제구
부산연제초교점,부산 연제구 중앙대로1075번길 8 1층(연산동),연제구
부산연산점,"부산 연제구 거제천로230번길 70 (연산동, 웰메이드 오피스텔) 1층 107호",연제구
부산남천동점,부산 수영구 남천동  293 1층,수영구
부산수영역점,부산 수영구 광안동  50-6,수영구
부산KBS삼거리점,부산 수영구 광남로 16 (남천동)1층,수영구
부산광안역점,부산 수영구 광안동  142-6번지,수영구
부산망미중앙점,부산 수영구 과정로 65 (망미동) 1층,수영구
사상이마트점,부산 사상구 괘법동  531-2번지 이마트 사상점내,사상구
부산학장동점,부산 사상구 학장동  574-13 청파아파트 상가9호10호,사상구
부산모라동점,부산 사상구 모라동  1357,사상구
부산신라대점,부산광역시 사상구 백양대로700번길 140,사상구
서부산홈플러스점,부산 사상구 광장로 7 지하1층 (괘법동),사상구
부산사상롯데마트점,부산 사상구 낙동대로 733 1층,사상구
부산큰솔2병원점,부산 사상구 학장로 189 (학장동) 이디야커피,사상구
부산사상중앙점,부산 사상구 광장로 79 (괘법동),사상구
부산동서대IC빌딩점,"부산 사상구 주례로 47 (주례동, 동서대학교) IC빌딩 2층",사상구
부산동서대민석도서관점,"부산 사상구 주례로 47 (주례동, 동서대학교) 민석도서관 1층",사상구
부산주례퀀텀점,부산 사상구 백양대로 337,사상구
부산기장시장점,부산광역시 기장군 차성로288번길 50 (기장읍  ),기장군
부산용궁사점,부산광역시 기장군 기장읍 용궁길 68 (토담마루) 2층,기장군
부산정관달산점,부산 기장군 정관읍 달산2길 30 1층,기장군
부산정관가동점,부산 기장군 정관읍 가동길 32 1층,기장군
동부산롯데몰점,부산 기장군 기장읍 기장해안로 147,기장군
부산정관가화점,부산 기장군 정관읍 정관로 702 1층,기장군
부산기장도서관점,부산 기장군 기장읍 차성동로126번길 2 1~2층,기장군
부산일광해송점,부산 기장군 일광읍 해송1로 16,기장군
부산일광센트럴점,"부산 기장군 일광읍 해빛1로 99 1,2층",기장군
국립부산과학관점,부산 기장군 기장읍 동부산관광6로 59 (국립부산과학관) 1층 고메이플레이스,기장군
대구MS재건병원점,"대구 중구 동덕로 194 2층(동인동1가, 동화빌딩)",중구
대구대신중앙점,"대구 중구 달구벌대로 1943 (대신동, 대신e편한세상) 상가101동 1층 105호",중구
대구남산점,"대구 중구 남산로7길 7 (남산동, 남산역 화성파크드림) 302동 지하1층 101,102호",중구
대구봉산육거리점,대구 중구 달구벌대로 2155 (삼덕동1가) 1층,중구
대구동성로228파크점,대구 중구 동성로2길 75 (동성로2가) 1층 이디야커피,중구
대구동성로점,대구 중구 중앙대로 412-8 1층,중구
대구만경관점,대구 중구 종로1가  31-2,중구
대구경북대병원점,대구광역시 중구 동덕로 131 (삼덕동2가  ),중구
대구각산역점,대구 동구 신서동  528-2,동구
대구이노밸리점,대구광역시 동구 경안로 855,동구
대구월배점,대구 달서구 진천로16길 39 1층 110호,서구
대구성서점,대구 달서구 이곡동로 55 (이곡동),서구
대구송현점,대구 달서구 월배로 379 (송현동),서구
대구성서운동장점,"대구 달서구 선원로23길 5 1,2층 (이곡동)",서구
대구신월성점,"대구 달서구 월성동 1818 1층 105호(월성동, 도원빌딩)",서구
대구상인점,"대구 달서구 상인서로 85 (상인동, 상인동방현대아파트) 106동 1.2층 101호",서구
대구대현점,"대구 북구 대현로 61-1 1,2층",북구
대구보건대입구점,대구 북구 영송로 4 1층 109호 110호,북구
대구시민운동장점,대구 북구 침산로 38-1 2층(칠성동2가),북구
대구텍스빌점,"대구 북구 유통단지로 60 1층 1025호 (산격동, 섬유제품관)",북구
경북대점,대구 북구 산격동  1393-3,북구
대구칠곡네거리점,대구 북구 태전동  940-8,북구
대구수성구청역점,대구 수성구 달구벌대로501길 6 (범어동) 1층 이디야커피,수성구
대구황금DI점,대구 수성구 청수로 97 (황금동) 1층 동편,수성구
대구범어도서관점,"대구 수성구 달구벌대로 2451 (범어동, 범어도서관) 1층",수성구
대구은행메트로점,"대구 수성구 달구벌대로 지하 2300 (수성동4가, 대구은행역) 지하1층 상가",수성구
대구무열대점,대구 수성구 무열로 56 (만촌동) 1층,수성구
대구수성2가점,대구 수성구 수성로 342 (수성동2가),수성구
대구어린이세상점,"대구 수성구 동대구로 176 (황금동, 어린이회관) 지하1층",수성구
대구지산점,대구 수성구 지범로31길 8 (지산동) 1층,수성구
대구수성범어천로점,대구 수성구 범어동 774-31 1층,수성구
대구만촌역점,대구 수성구 달구벌대로 2584 (만촌동),수성구
대구신매역점,대구 수성구 달구벌대로 3179,수성구
대구지산녹원점,"대구 수성구 무학로 189 (지산동, 녹원아파트) 3동 1층 호",수성구
대구수성못점,대구 수성구 수성못길 10 (두산동) 4층,수성구
대구범어N타워점,대구 수성구 상록로 5 (범어동) 1층 101호,수성구
국립대구박물관점,"대구 수성구 청호로 321 (황금동, 국립대구박물관) 2층",수성구
대구황금롯데캐슬점,대구 수성구 청수로45길 37 (황금동) 1층,수성구
대구수성알파시티점,"대구 수성구 시지로 22 104호(전부), 201호(동편코너일부), 202호(전부)",수성구
대구시지고교점,대구광역시 수성구 달구벌대로650길 95,수성구
대구범어두레점,대구광역시 수성구 달구벌대로496길 72  상가동 1층,수성구
대구메트로팔레스점,대구광역시 수성구 동원로 110  메트로팔레스상가 321동 104호,수성구
대구수목원점,대구 달서구 한실로6길 120-17 (대곡동) 1층,달서구
대구상인푸르지오점,대구 달서구 상화로 241 (상인동) 이디야(상인푸르지오점),달서구
대구문화예술회관점,"대구 달서구 공원순환로 201 (성당동, 대구광역시문화예술회관) 1층",달서구
대구계명대명교생활관점,"대구 달서구 달구벌대로 1095 (신당동, 계명대학교) 2층",달서구
대구진천역점,"대구 달서구 월배로 80 (진천동, 진천역대성스카이렉스아파트) 1층",달서구
대구도원점,"대구 달서구 도원로 11 (도원동) 1,2층",달서구
대구성서호림점,대구 달서구 성서공단로11길 44-18 (호림동),달서구
대구월곡점,대구 달서구 상화북로 180 (상인동) 1층 이디야커피,달서구
대구용산점,대구 달서구 평리로 50 (용산동) 1층,달서구
대구죽전역점,"대구 달서구 와룡로 169 (감삼동, 월드마크웨스트엔드) 판매시설동 1층 102-106호",달서구
대구이곡점,대구 달서구 이곡서로 11 (이곡동) 1층,달서구
대구월광수변공원점,"대구 달서구 수밭길 1 (도원동, J&K타운) 1~2층",달서구
대구칠호광장점,대구 달서구 당산로38길 26 (두류동) 1층,달서구
대구성서홈플러스점,대구 달서구 달구벌대로 1467 (용산동) 이디야커피,달서구
대구진천점,대구광역시 달서구 상화로 165 -1,달서구
대구옥포점,"대구 달성군 옥포면 돌미로 73 101,102호(청옥빌딩)",달성군
대구서재아이위시점,대구 달성군 다사읍 서재로7길 12 1층,달성군
대구대실역점,대구 달성군 다사읍 대실역남로 16 1층,달성군
대구구지점,대구 달성군 구지면 과학마을로4길 4 (응암리) 이디야커피,달성군
대구서재미르점,대구 달성군 다사읍 서재로 121 이디야커피,달성군
대구화원역점,"대구 달성군 화원읍 비슬로 2593 103호, 202호",달성군
대구현풍케이스마트점,대구 달성군 유가읍 테크노순환로4길 8 이디야커피,달성군
대구설화명곡점,대구 달성군 화원읍 비슬로 2503 1층,달성군
대구구지산단점,대구 달성군 구지면 국가산단북로34길 67 1층,달성군
대구세천점,대구 달성군 다사읍 세천로 157 1층,달성군
대구금포점,대구 달성군 논공읍 금포로 73,달성군
국립대구과학관점,대구 달성군 유가읍 테크노대로6길 20 (국립대구과학관) 2층,달성군
대구송해공원골프클럽점,대구 달성군 옥포읍 옥포로 607 3층,달성군
대구가창점,대구 달성군 가창면 가창로176길 29 2층,달성군
경북군위점,대구 군위군 군위읍 도군로 2645 이디야커피,군위군
울산우정중앙점,울산 중구 우정3길 20 1층,중구
울산교회점,울산 중구 장춘로 165-5 1층(복산동),중구
울산홈플러스점,울산 중구 번영로 475 (복산동),중구
울산태화먹거리단지점,울산 중구 태화강국가정원길 75 1층(태화동),중구
울산유곡점,"울산 중구 유곡로 51 (태화동, 범진그린파크) 범진그린파크 상가 101호",중구
울산남외동점,울산 중구 남외1길 40,중구
울산우정혁신점,울산광역시 중구 종가5길 78-2 (유곡동) 1층,중구
울산반구동점,울산광역시 중구 반구정15길 8 (반구동) 1층,중구
울산삼산본동점,울산 남구 삼산로331번길 13 1층(삼산동),남구
울산문수로점,울산광역시 남구 문수로 390  1층,남구
울산신복점,울산광역시 남구 북부순환도로13번길 4,남구
울산번영로점,울산 남구 번영로 173 1층(달동),남구
울산무거동점,울산 남구 신복로22번길 23 1층(무거동),남구
울산달동사거리점,울산 남구 중앙로 149 1층 이디야커피,남구
울산삼산현대점,울산 남구 삼산중로84번길 10 2층 이디야커피,남구
울산파크폴리스점,울산 남구 신정동  1873 코오롱파크폴리스상가1층,남구
울산대점,울산 남구 무거동  620-1,남구
울산삼산점,울산 남구 돋질로 297 gs평창주유소 내,남구
울산신정시장점,울산 남구 신정동  516-19,남구
울산옥동점,울산 남구 옥동  590-14,남구
울산대왕암공원점,울산 동구 일산동  905-3,동구
울산남목점,울산광역시 동구 옥류로 37 (서부동),동구
울산일산해수욕장점,울산광역시 동구 해수욕장7길 10,동구
울산봉수로점,울산 동구 월봉4길 1,동구
울산전하동점,울산 동구 전하동  661-1,동구
울산모다아울렛점,울산광역시 북구 진장유통로 78-6 4층,북구
울산명촌점,울산광역시 북구 명촌로 79,북구
울산산하동점,울산 북구 화암1길 56 (산하동),북구
울산달천점,"울산 북구 가재길 14 1층, 2층(천곡동)",북구
울산호계점,울산 북구 동대11길 2 1층(호계동),북구
울산네오골프점,울산 북구 천곡동  600-5 네오골프연습장 지하1층,북구
울산양정동점,울산 북구 염포로 571 1층(양정동),북구
언양읍성점,울산 울주군 언양읍 동부리 369-15,울주군
울산구영리점,울산 울주군 범서읍 구영리 855-4,울주군
울산진하해수욕장점,울산광역시 울주군 진하길 38 (서생면),울주군
울산천상점,울산광역시 울주군 천상길 17,울주군
울산문수산점,울산 울주군 청량면 율리영해1길 40-6,울주군
울산온양점,울산 울주군 온양읍 보곡1길 30-10 1층,울주군
울산청량점,울산 울주군 청량읍 상남길 66-4 1층,울주군
울산굴화월드점,울산 울주군 범서읍 굴화1길 64-10 1층,울주군
울산구영범서점,울산 울주군 범서읍 대리2길 31 1층,울주군
울산무거초교점,울산 울주군 범서읍 장검1길 42-2 1층,울주군
울산역점,울산 울주군 삼남읍 울산역로 177 (울산역) 1층,울주군
울산원예농협하나로마트점,울산 울주군 범서읍 장검길 10 (울산원예농협하나로마트) 1층,울주군
울산범서두산점,"울산 울주군 범서읍 관문로 260 1,2층",울주군
울산덕신점,울산 울주군 온산읍 덕망로 62 1층,울주군
울산웅촌창업센터점,울산 울주군 웅촌면 곡천리 67-11,울주군
전주우아한시티점,전북 전주시 덕진구 우아로 32 1층,전주시
전주근영여고점,전북 전주시 완산구 중화산동2가  652번지,전주시
전주혁신점,전라북도 전주시 완산구 오정1길 4 (중동  ),전주시
전주진북점,전라북도 전주시 덕진구 태진로 110 (진북동),전주시
전주시외버스터미널점,전라북도 전주시 덕진구 가리내로 33,전주시
전주팔복동점,"전라북도 전주시 덕진구 팔복동2가 242-2, 242-3",전주시
전주중화산동점,전북 전주시 완산구 서원로 283 1층 104-105호,전주시
전주만성점,전북 전주시 덕진구 만성로 128 (만성동) 1층 107호,전주시
전주에코점,"전북 전주시 덕진구 세병서로 22 103,104,105호",전주시
전주효천우미린점,"전북 전주시 완산구 효천천변길 20 (효자동2가) 제1동 1층 104호, 2층 202호",전주시
전주서부시장점,전라북도 전주시 완산구 용머리로 167 (효자동1가  ),전주시
전주휴먼시아점,전북 전주시 완산구 봉곡로 29 (효자동3가) 1층,전주시
전주기지제호수점,전북 전주시 덕진구 중동로 104-6 (장동) 1층 101호,전주시
전주만성골드점,전북 전주시 덕진구 만성북로 51-5 (만성동) 1층 101호,전주시
전주북일점,전북 전주시 덕진구 안골4길 4 (인후동1가) 1층 106호,전주시
전주서신바구멀점,전북 전주시 완산구 전룡로 102 (서신동) 1층,전주시
전주효자우전점,전북 전주시 완산구 우전2길 34 (효자동2가) 1층,전주시
전북대병원점,"전북 전주시 덕진구 건지로 20 (금암동, 전북대학교병원) 호흡기센터 1층",전주시
전주시청점,"전북 전주시 완산구 노송광장로 7 (서노송동, 전주빌딩) 1층",전주시
전주안골네거리점,전북 전주시 덕진구 인후동1가  772-6,전주시
전주고사점,전북 전주시 완산구 고사동 55-6,전주시
전주평화점,전북 전주시 완산구 평화동2가 890-2,전주시
전주삼천점,전북 전주시 완산구 효자동1가  669-4 이디야 커피,전주시
전주효자점,전북 전주시 완산구 효자천변2길 11 1층,전주시
전주서신점,전라북도 전주시 완산구 여울로 17-8 (서신동 호암빌딩 ),전주시
전주인후점,전북 전주시 덕진구 인후동1가  846-4,전주시
전주서신주민센터점,전북 전주시 완산구 서신동  815-2,전주시
전주평화사거리점,전북 전주시 완산구 평화동1가 731-12 한별빌딩1층,전주시
전주한옥마을점,전라북도 전주시 완산구 팔달로 130-1,전주시
전주고속터미널점,전북 전주시 덕진구 금암동 767-2 고속터미널 106호,전주시
전북대구정문점,전북 전주시 덕진구 권삼득로 313 (금암동)2.3층,전주시
전주아중리점,전북 전주시 덕진구 석소로 10 1층 101호,전주시
전주본병원점,"전북 전주시 완산구 화산천변6길 3 101호(중화산동2가, MK빌딩)",전주시
전주중산점,전북 전주시 완산구 중화산동2가  613-9,전주시
전북도청점,전북 전주시 완산구 효자동3가  1528-15번지,전주시
전주신시가지점,전북 전주시 완산구 효자동2가  1227-2,전주시
전주서곡지구점,전북 전주시 완산구 효자동3가  1450-5,전주시
전주KBS점,전라북도 전주시 완산구 마전2길 17-8 (효자동3가  ) (효자동3가 1643-5),전주시
익산모현점,전북 익산시 모현동1가  선화로1길 4 109 (배산시티프라자),익산시
익산영등동점,"전북 익산시 무왕로 1072-1 (영등동, 2층)",익산시
익산동산동점,전북 익산시 동산동  1056-4,익산시
익산어양동점,전북 익산시 어양동  637-4 베스트빌딩1층,익산시
익산제일점,전북 익산시 영등동  767-1,익산시
익산역점,전라북도 익산시 익산대로 158 (중앙동1가),익산시
동익산점,전라북도 익산시 평동로 748 (동산동) 1층,익산시
익산시청점,전북 익산시 인북로32길 10 1층 (남중동),익산시
익산송학점,전북 익산시 평동로 509-21 (송학동) 1층,익산시
익산함열점,전북 익산시 함열읍 와리 673-4,익산시
익산서해고속점,전북 익산시 무왕로 799 (신용동),익산시
익산역서부점,전북특별자치도 익산시 고현로 42 (송학동) 이디야커피(익산역서부점),익산시
군산이마트점,전북 군산시 경암동 590-296,군산시
군산신시가지점,전북 군산시 동수송안길 31,군산시
군산수송동점,전라북도 군산시 수송로 174,군산시
군산산북동점,전라북도 군산시 동아로 155,군산시
군산나운로데오점,전라북도 군산시 수송로 34,군산시
군산미장점,전북 군산시 미장안길 7 (미장동),군산시
군산조촌점,전북 군산시 경촌2길 36-2 (조촌동),군산시
군산시민문화회관점,"전북 군산시 대학로 316 (나운동, 시민프라자) 1층 106호",군산시
군산산북서해랑점,전북특별자치도 군산시 부원로 129 (산북동),군산시
정읍수성점,전북 정읍시 수성동  933-4,정읍시
정읍상동점,전북 정읍시 상동  312-27,정읍시
김제터미널점,전북 김제시 요촌동  47-24 (동서로241),김제시
김제중앙점,전북 김제시 동서로 171 (요촌동)이디야커피,김제시
