매장코드,매장명,주소,오픈날짜
1631,시흥대야동,"경기도 시흥시 대야동 546-1 대명프라자 103,104호",2020-04-09
1330,배곧신도시,경기도 시흥시 정왕동 2519,2018-01-23
1281,시흥대야,경기도 시흥시 대야동 532-1 104호,2017-10-17
1200,시흥P.아울렛 3F,경기도 시흥시 정왕동 1772-7,2017-04-05
1199,시흥P.아울렛 1F,경기도 시흥시 정왕동 1772-7,2017-04-05
562,시화로데오,경기도 시흥시 정왕동 1738-6,2012-10-12
1878,시흥월곶,경기도 시흥시 월곶동 1008,2021-11-18
2339,물왕호수,"경기도 시흥시 물왕동 79-1, 79-8",2024-10-30
1994,시흥장현,경기도 시흥시 장곡동 932-5 센터프라자,2022-07-13
1967,시흥능곡역,경기도 시흥시 능곡동 235-1 장현지구 상업6BL,2022-05-04
1736,시흥목감DT,경기도 시흥시 조남동 651,2020-12-16
1688,시흥은계,경기도 시흥시 은행동 646-4,2020-08-13
1392,안산고잔센트럴타워,경기도 안산시 단원구 고잔동 533-1,2018-06-29
1284,안산상공회의소,경기도 안산시 단원구 고잔동 519-1 안산상공회의소 B동 1층,2017-10-26
857,고잔이마트,경기도 안산시 단원구 초지동 742-6 이마트,2014-11-20
691,안산문화광장,"경기도 안산시 단원구 고잔동 771-3,771-4 로데오타운1층",2013-11-19
665,안산중앙,경기도 안산시 단원구 고잔동 539-1 스타타워 1층,2013-09-17
79,안산중앙역,경기도 안산시 단원구 고잔동 541,2007-08-30
515,안산트레이더스,경기도 안산시 단원구 신길동 1687,2012-05-04
2489,안산선부역,"경기도 안산시 단원구 선부동 1071 한영타워, 114~118호 면적 선택",2025-12-26
2375,대부도DT,경기도 안산시 단원구 대부북동 1836-10,2025-02-21
2218,안산물의광장,경기도 안산시 단원구 고잔동 706-3 장은타워,2023-12-01
1444,안성석정DT,경기도 안성시 석정동 254-3,2018-12-21
1529,안성공도DT,경기도 안성시 공도읍 마정리 147-8,2019-08-23
2019,안성서동대로DT,"경기도 안성시 공도읍 만정리 302-9,302-47,302-15 3필지",2022-08-12
1806,안성계동DT,경기도 안성시 계동 161,2021-06-01
1701,스타필드안성R,경기도 안성시 공도읍 진사리 354 스타필드 안성,2020-10-05
2494,스타필드안성3F,"경기도 안성시 공도읍 진사리 354 스타필드 안성 L3층, 3205",2025-12-24
1611,호계지식산업센터,경기도 안양시 동안구 호계동 555-45 호계 데시앙플렉스  데시앙플렉스 118~123호,2020-02-18
1603,평촌역DT,"경기도 안양시 동안구 관양동 902, 901-2",2020-01-17
1648,안양범계,경기도 안양시 동안구 호계동 1042-1,2020-06-04
1385,안양운동장사거리DT,경기도 안양시 동안구 비산동 1054,2018-06-28
1294,범계역,경기도 안양시 동안구 호계동 1039 G.SQUARE,2017-11-17
1104,안양호계DT,경기도 안양시 동안구 호계동 714-5,2016-09-06
1111,평촌호계,경기도 안양시 동안구 호계동 1065-2 태양프라자,2016-09-13
932,평촌역사거리,경기도 안양시 동안구 관양동 1746 금강스마트빌딩 1F,2015-05-29
954,안양비산DT,경기도 안양시 동안구 비산동 580-6,2015-07-23
51,평촌아크로,경기도 안양시 동안구 관양동 1591 평촌아크로타워 상가동 2층8호,2007-04-06
395,범계로데오,경기도 안양시 동안구 호계동 1044-8 번지,2011-06-10
579,인덕원역,경기도 안양시 동안구 관양동 1502-6 아이퍼스트 타워 1~2층,2013-01-15
2007,안양덕현DT,"경기도 안양시 동안구 호계동 1002-6, 7",2022-08-18
2390,평촌트리지아,"경기도 안양시 동안구 호계동 926-4 (호계동, 평촌트리지아아파트 2단지)",2025-04-04
2396,평촌한림대병원,경기도 안양시 동안구 관양동 1606 평촌주공공이,2025-05-29
1774,안양이마트,경기도 안양시 동안구 비산동 411-8 부방유통,2021-04-16
1562,안양역R,경기도 안양시 만안구 안양동 88-1외 2필지 안양민자역사 1층 001호,2019-10-31
1654,명학역,"경기도 안양시 만안구 안양동 1410 128,129,130,132,133,134,135,136호",2020-06-16
980,안양역,경기도 안양시 만안구 안양동 674-81,2015-09-15
945,안양석수DT,경기도 안양시 만안구 석수동 385-3,2015-06-25
192,안양일번가,경기도 안양시 만안구 안양동 674-170,2002-09-27
1515,양주옥정타운,경기도 양주시 옥정동 963-18,2019-06-28
1585,양주송추DT,경기도 양주시 장흥면 교현리 112-2,2019-12-12
1478,양주덕정역DT,경기도 양주시 덕정동 286-28 223-8,2019-03-29
1651,양주고읍DT,경기도 양주시 고읍동 109,2020-06-11
1397,양주광사DT,경기도 양주시 광사동 342-7,2018-07-30
2302,가나아트파크,경기도 양주시 장흥면 일영리 6-7 장흥아트파크,2024-07-31
2487,양주덕계역,경기도 양주시 덕계동 892-4,2025-11-27
1824,양주옥정공원,경기도 양주시 옥정동 1036-7,2021-06-25
2431,양주광적DT,"경기도 양주시 광적면 가납리 657-13, 14, 658-8",2025-07-18
2027,양주회정DT,경기도 양주시 회정동 130-13,2022-08-26
2249,연천전곡DT,경기도 연천군 전곡읍 전곡리 159-4,2024-03-22
1580,북오산IC DT,경기도 오산시 외삼미동 327-29,2019-11-29
1636,오산세교,경기도 오산시 금암동 516-4 P&P세교프라자,2020-05-08
1423,오산갈곶DT,"경기도 오산시 갈곶동 244-3, 245, 245-1, 245-5번지",2018-10-26
926,오산IC DT,경기도 오산시 원동 119-137번지,2015-05-13
893,오산시청,경기도 오산시 원동 231-16,2015-02-05
2222,오산부산동DT,경기도 오산시 부산동 82-6,2023-12-14
1972,오산원동DT,경기도 오산시 원동 767-4,2022-05-10
1999,서동탄DT,경기도 오산시 외삼미동 119-5,2022-07-14
1728,오산수청DT,"경기도 오산시 수청동 78-5,77-5, 77-1, 79, 76",2020-12-29
1617,용인세브란스병원,경기도 용인시 기흥구 중동 724-7,2020-03-03
1486,용인상하DT,경기도 용인시 기흥구 상하동 246-1,2019-04-30
1644,용인언남,경기도 용인시 기흥구 언남동 239,2020-05-20
1498,기흥역AK R,경기도 용인시 기흥구 구갈동 234 기흥역 힐스테이트,2019-05-21
1634,용인고매동,경기도 용인시 기흥구 고매동 271 리빙파워센터 지하1층,2020-04-29
1387,용인보라DT,경기도 용인시 기흥구 보라동 376-6,2018-06-29
1066,용인동백DT,경기도 용인시 기흥구 상하동 461-2,2016-05-20
982,용인마북DT,경기도 용인시 기흥구 마북동 502-152,2015-09-15
780,용인기흥구청,경기도 용인시 기흥구 신갈동 733 기흥더샵프라임뷰 상가동 1~2층,2014-05-23
718,수원IC DT,경기도 용인시 기흥구 영덕동 522-2 LG동광주유소,2014-01-10
584,용인보정,경기도 용인시 기흥구 보정동 1263번지 죽전누리에뜰상가,2013-01-30
354,구성트레이더스,경기도 용인시 기흥구 보정동 1019-237,2010-11-26
331,강남대,경기도 용인시 기흥구 구갈동 581-1 강남&플러스 1층,2010-07-27
2151,용인하갈DT,경기도 용인시 기흥구 하갈동 453-4,2023-07-21
2486,흥덕IT밸리,경기도 용인시 기흥구 영덕동 1005 흥덕IT밸리 Complex동 B0117호,2025-11-21
1958,용인흥덕DT,경기도 용인시 기흥구 영덕동 986-3,2022-04-15
2533,수지롯데캐슬하이브엘,경기도 용인시 기흥구 보정동 1404 수지구청역 롯데캐슬 하이브엘,2026-03-12
2325,삼성디스플레이SDR,경기도 용인시 기흥구 농서동 산24 삼성전자(주)기흥캠퍼스,2024-09-25
1938,기흥테라타워,"경기도 용인시 기흥구 농서동 452 기흥 테라타워 125, 126, 127, 128호",2022-03-02
1667,용인보정DT,경기도 용인시 기흥구 보정동 381-1,2020-06-26
1910,한국민속촌DT,경기도 용인시 기흥구 보라동 145-3,2022-01-06
1684,동백이마트,경기도 용인시 기흥구 중동 833 쥬네브썬월드빌딩,2020-08-12
2141,용인신갈DT,경기도 용인시 기흥구 신갈동 64-11,2023-06-01
1531,용인김량장DT,경기도 용인시 처인구 김량장동 177-1,2019-09-18
1514,용인에버랜드,경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드,2019-07-16
1071,용인시청DT,경기도 용인시 처인구 삼가동 197-7,2016-07-20
638,용인처인구청,경기도 용인시 처인구 김량장동 295-10,2013-07-12
2379,용인양지IC DT,"경기도 용인시 처인구 양지면 양지리 165-5 양지면 양지리 165-5, 165-1, 165-2, 165-6, 163-2",2025-02-11
2089,용인한숲시티,경기도 용인시 처인구 남사읍 아곡리 700-1,2023-02-17
2418,용인남동DT,경기도 용인시 처인구 남동 402-16,2025-05-29
1759,용인마평DT,"경기도 용인시 처인구 마평동 637-2, 637-4",2021-01-27
2373,용인처인휴게소,경기도 용인시 처인구 모현읍 매산리 284-21외 50필지,2025-01-01
1960,용인역북,경기도 용인시 처인구 역북동 504-13,2022-04-14
2311,용인고림DT,경기도 용인시 처인구 고림동 759-19외  3필지,2024-08-28
2118,용인모현DT,경기도 용인시 처인구 모현읍 왕산리 734-2,2023-04-07
2169,용인IC DT,"경기도 용인시 처인구 유방동 476-1, 5",2023-09-15
1604,의왕청계DT,경기도 의왕시 청계동 829-4 스타벅스,2020-01-21
1213,의왕포일,경기도 의왕시 포일동 664-2,2017-04-26
2498,의왕백운호수,경기도 의왕시 학의동 634-2,2025-12-18
2179,의왕현대모비스,"경기도 의왕시 삼동 46-23, 현대자동차그룹 의왕연구소",2023-09-06
1751,의왕내손,경기도 의왕시 내손동 416-3번지 벨포레스퀘어 G111~116호,2021-01-05
1841,의왕롯데몰,"경기도 의왕시 학의동 1039, GF층 일부",2021-09-08
2116,의왕삼동DT,"경기도 의왕시 삼동 105-2, 105-8, 105-10, 105-11, 107, 107-2",2023-03-29
1453,의정부예술의전당DT,경기도 의정부시 의정부동 543-6,2018-12-19
1497,의정부신곡DT,경기도 의정부시 신곡동 263-17,2019-06-17
1376,의정부용현DT,"경기도 의정부시 용현동 189-3, 4, 20, 21, 22(5필지)",2018-06-14
1296,의정부공원,"경기도 의정부시 의정부동 196-12, 196-27 퍼시픽타워",2017-11-21
1256,의정부민락,경기도 의정부시 민락동 805,2017-08-10
1149,의정부회룡역DT,경기도 의정부시 호원동 433-1,2016-12-16
1012,의정부녹양DT,"경기도 의정부시 가능동 93-1, 92-2 (2필지)",2015-12-11
645,의정부금오,경기도 의정부시 금오동 474-2 대송프라자,2013-07-25
505,신세계의정부2F,경기도 의정부시 의정부동 168-54 신세계백화점 2층,2012-04-19
506,신세계의정부6F,경기도 의정부시 의정부동 168-54 신세계백화점 6층,2012-04-19
2078,의정부송산역DT,경기도 의정부시 용현동 313-3,2023-01-13
1662,의정부민락타운,경기도 의정부시 민락동 803 민락2지구 제일풍경채 센텀-애비뉴모나코,2020-06-18
1744,의정부장암DT,"경기도 의정부시 장암동 214-49,50",2020-12-10
1718,의정부이마트,경기도 의정부시 민락동 849 이마트,2020-10-08
1473,이천증포DT,"경기도 이천시 증포동 216-3, 216-8, 216-10, 216-13, 217-5, 217-7",2019-02-28
1270,이천사음DT,경기도 이천시 사음동 572-1,2017-09-29
655,이천하이닉스,"경기도 이천시 부발읍 아미리 726-5외 101호, 102호, 201호",2013-08-27
479,이천터미널,경기도 이천시 중리동 218-5,2012-02-10
2279,이천IC DT,경기도 이천시 부발읍 신하리 547,2024-06-28
2481,이천진리DT,"경기도 이천시 진리동 10-1, 9-15, 10",2025-11-28
2413,이천마장DT,경기도 이천시 마장면 양촌리 128-1,2025-06-05
2362,이천송정DT,경기도 이천시 송정동 346-62 (송정동),2024-12-26
1306,포천DT,경기도 포천시 선단동 557,2017-12-07
2076,광릉수목원,경기도 포천시 소흘읍 직동리 330,2023-02-22
2053,포천호국로DT,경기도 포천시 소흘읍 이동교리 400-4,2022-10-28
2229,포천내촌DT,"경기도 포천시 내촌면 음현리 551-2,551-3,551-4,552-3",2024-01-11
1524,하남미사DT,경기도 하남시 망월동 1066-3,2019-07-25
1643,하남황산사거리,경기도 하남시 풍산동 527-1 미사강변 노르웨이숲 오피스텔 101호~106호,2020-05-14
1446,스타필드위례1FR,경기도 하남시 학암동 660 스타필드시티 위례점,2018-12-14
1517,미사역효성,"경기도 하남시 망월동 1081 미사역 효성해링턴 타워 더 퍼스트 1001~1003,1011~1013",2019-06-27
1532,하남덕풍,경기도 하남시 덕풍동 741-2 태석오피스텔하남풍산메트하임,2019-08-23
1214,하남미사,경기도 하남시 망월동 990,2017-04-25
1110,스타필드하남1F(티바나),경기도 하남시 신장동 616 스타필드 하남,2016-09-05
1109,신세계하남2F,경기도 하남시 신장동 616 스타필드 하남,2016-09-05
1108,스타필드하남2FR,경기도 하남시 신장동 616 스타필드 하남,2016-09-05
737,하남시청,경기도 하남시 신장동 524-4 1~2층,2014-02-20
1915,하남시청역,경기도 하남시 신장동 564-5 주원빌딩,2022-01-05
1804,하남풍산역,경기도 하남시 덕풍동 735 빌리브하남 101~106호,2021-05-04
2052,하남감일,"경기도 하남시 감이동 512, 현대타워, 1층 105~111호",2022-10-28
1955,미사역그랑파사쥬,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬 1층 1056~1059호,2022-04-01
1954,미사역파라곤스퀘어,"경기도 하남시 망월동 1125, 미사역 파라곤스퀘어 1층 1011~1016호",2022-04-01
1538,화성시청,경기도 화성시 남양읍 남양리 2072-7,2019-08-28
1588,화성봉담,경기도 화성시 봉담읍 동화리 564,2019-12-12
1470,화성향남,경기도 화성시 향남읍 행정리 474-8,2019-02-20
1393,동탄카림,"경기도 화성시 청계동 536 시범 반도유보라 아이비파크4.0 0024,0025,0026,0027,1021,1022,1023,1024호",2018-07-20
1384,동탄능동DT,경기도 화성시 능동 471-7,2018-06-26
1276,동탄역,"경기도 화성시 오산동 969-2 리치안타워 1,2층",2017-09-21
1163,화성병점DT,"경기도 화성시 진안동 873-4, 873-18",2016-12-28
1086,동탄영천,경기도 화성시 영천동 681-6,2016-06-28
1016,신영통DT,경기도 화성시 반월동 163-3,2015-12-16
888,동탄센트럴파크,경기도 화성시 반송동 42-2,2015-01-21
617,동탄,경기도 화성시 반송동 106-1 동탄파라곤II 1층,2013-05-22
589,동탄광장,경기도 화성시 반송동 93-1번지 풍성 위버폴리스,2013-02-28
388,스타필드마켓동탄,경기도 화성시 석우동 44 동탄이마트 2층,2011-04-29
2252,송산마도IC DT,"경기도 화성시 마도면 두곡리 312-4, 312-5",2024-04-17
2253,동탄북광장,"경기도 화성시 반송동 86-8, 1층 일부",2024-04-17
2228,동탄산단DT,경기도 화성시 방교동 844-1,2024-01-09
2011,동탄라크몽,경기도 화성시 송동 726-1 라크몽,2022-08-11
2341,화성봉담2지구,"경기도 화성시 봉담읍 수영리 650-5, 650-4, 650-67",2024-12-13
1980,화성남양DT,경기도 화성시 남양읍 남양리 2283,2022-06-16
1693,화성봉담DT,경기도 화성시 기안동 333-5,2020-09-29
1785,동탄목동,경기도 화성시 목동 우성스타파크 A,2021-03-26
1671,화성반월DT,경기도 화성시 반월동 633-10,2020-07-03
2134,동탄여울공원,경기도 화성시 오산동 976-2,2023-05-11
2337,화성보통저수지,경기도 화성시 정남면 단독 건물,2024-10-30
